id_cliente,data_contratacao,idade,sexo,regiao,renda_mensal,classe_social,score_interno,canal_aquisicao,num_emprestimos_anteriores,tempo_relacionamento_dias,possui_restricao,valor_solicitado,prazo_meses,taxa_juros_am,valor_parcela,comprometimento_renda,finalidade,dias_atraso_max,inadimplente_90d
CLI003552,2024-03-25,20,M,Sul,1914,D,384,App Próprio,1,59,1,1750,6,0.1196,425.16,0.222,Consumo,30,0
CLI003553,2023-08-13,44,M,Sudeste,827,D,666,Mídia Paga,3,665,0,2250,3,0.1273,948.56,1.147,Saúde,15,0
CLI003554,2023-12-13,39,M,Centro-Oeste,1490,D,408,Parceiro Marketplace B,2,497,0,550,6,0.1659,151.6,0.102,Reforma,231,1
CLI003555,2024-05-22,67,M,Centro-Oeste,1643,D,455,Mídia Paga,1,705,0,650,12,0.0847,88.36,0.054,Emergência,0,0
CLI003556,2024-05-04,63,F,Sudeste,1483,D,378,Mídia Paga,3,455,1,2650,6,0.0682,552.87,0.373,Reforma,123,1
CLI003557,2023-12-17,65,M,Nordeste,2122,D,630,Mídia Paga,1,37,0,1500,6,0.1397,385.42,0.182,Consumo,5,0
CLI003558,2024-06-28,33,M,Centro-Oeste,2327,C,540,App Próprio,1,822,0,1050,9,0.1211,197.89,0.085,Reforma,30,0
CLI003559,2024-10-02,49,F,Norte,1243,D,334,App Próprio,1,795,1,1650,3,0.1311,700.12,0.563,Educação,5,0
CLI003560,2024-04-23,55,M,Sul,1224,D,613,App Próprio,0,50,0,1250,9,0.1665,277.52,0.227,Consumo,30,0
CLI003561,2024-11-25,69,F,Sudeste,1694,D,566,Parceiro Marketplace B,4,605,1,2950,3,0.1688,1332.5,0.787,Educação,100,1
CLI003562,2024-10-01,18,F,Sudeste,899,D,628,App Próprio,3,831,0,750,3,0.1054,304.46,0.339,Educação,0,0
CLI003563,2024-05-18,69,M,Sul,1408,D,638,Mídia Paga,5,91,0,1700,3,0.1426,735.44,0.522,Pagar dívidas,0,0
CLI003564,2023-10-28,36,F,Sudeste,3030,C,409,Site,0,24,0,1150,9,0.1191,215.09,0.071,Consumo,5,0
CLI003565,2023-11-06,24,F,Nordeste,914,D,650,Mídia Paga,2,308,1,650,12,0.1267,108.21,0.118,Saúde,30,0
CLI003566,2024-08-13,50,F,Sul,1491,D,555,App Próprio,1,441,0,2100,3,0.1576,931.37,0.625,Consumo,0,0
CLI003567,2024-05-18,59,M,Nordeste,1341,D,603,Parceiro Marketplace B,1,66,0,600,6,0.0936,135.19,0.101,Saúde,30,0
CLI003568,2024-10-10,24,F,Sudeste,3993,C,570,Site,0,47,0,950,12,0.071,120.25,0.03,Pagar dívidas,30,0
CLI003569,2023-11-20,20,M,Sudeste,1372,D,445,Parceiro Marketplace B,1,289,0,1550,12,0.1419,276.12,0.201,Consumo,228,1
CLI003570,2024-08-20,65,M,Norte,1406,D,757,Mídia Paga,5,134,1,1400,6,0.0966,318.25,0.226,Saúde,30,0
CLI003571,2023-10-27,67,M,Sudeste,1116,D,516,Indicação,0,54,0,2750,9,0.0957,469.38,0.421,Pagar dívidas,0,0
CLI003572,2023-10-04,26,M,Sudeste,1727,D,572,Parceiro Marketplace A,1,129,0,2000,3,0.075,769.08,0.445,Consumo,238,1
CLI003573,2023-12-25,65,M,Centro-Oeste,1927,D,376,Mídia Paga,0,57,1,400,9,0.1742,91.17,0.047,Pagar dívidas,0,0
CLI003574,2024-07-06,66,F,Nordeste,1186,D,669,App Próprio,0,21,0,600,9,0.1601,130.29,0.11,Emergência,30,0
CLI003575,2023-08-05,70,M,Nordeste,2605,C,723,Mídia Paga,1,102,0,1850,6,0.1477,485.81,0.186,Pagar dívidas,15,0
CLI003576,2023-12-27,29,M,Sul,1927,D,597,Mídia Paga,2,55,0,850,3,0.1252,357.06,0.185,Saúde,5,0
CLI003577,2024-01-18,48,F,Sudeste,2460,C,239,Mídia Paga,0,9,1,750,6,0.0635,154.2,0.063,Reforma,116,1
CLI003578,2023-09-26,70,F,Centro-Oeste,1498,D,547,Parceiro Marketplace A,1,363,0,2950,3,0.1765,1349.17,0.901,Emergência,0,0
CLI003579,2023-09-13,65,M,Norte,1905,D,568,Mídia Paga,2,134,0,2200,3,0.0835,859.07,0.451,Consumo,0,0
CLI003580,2024-11-20,50,F,Sudeste,1573,D,427,Site,2,199,1,1050,12,0.1458,190.24,0.121,Pagar dívidas,30,0
CLI003581,2023-09-12,28,M,Sudeste,3172,C,302,Site,0,28,1,300,3,0.1256,126.11,0.04,Reforma,30,0
CLI003582,2023-11-14,22,F,Sudeste,1806,D,366,Site,1,103,0,2450,3,0.0937,974.27,0.539,Consumo,0,0
CLI003583,2024-09-11,31,M,Nordeste,1726,D,759,Mídia Paga,1,380,0,1800,9,0.1148,331.17,0.192,Educação,15,0
CLI003584,2024-07-18,21,F,Nordeste,1419,D,526,Site,0,37,1,1050,6,0.1292,262.08,0.185,Reforma,30,0
CLI003585,2023-11-21,28,M,Nordeste,1385,D,490,App Próprio,2,404,1,1700,6,0.1443,442.33,0.319,Emergência,0,0
CLI003586,2024-09-06,21,F,Centro-Oeste,1900,D,500,Parceiro Marketplace A,3,174,0,2700,3,0.1494,1181.36,0.622,Consumo,0,0
CLI003587,2024-05-01,58,F,Nordeste,2427,C,615,App Próprio,1,690,0,400,12,0.0642,48.82,0.02,Consumo,30,0
CLI003588,2023-12-25,49,F,Sul,1290,D,595,App Próprio,1,405,0,2250,12,0.1645,441.05,0.342,Pagar dívidas,5,0
CLI003589,2024-01-15,45,F,Nordeste,1814,D,378,Parceiro Marketplace A,0,44,1,2600,6,0.1464,680.37,0.375,Pagar dívidas,0,0
CLI003590,2023-08-28,60,M,Nordeste,1858,D,627,Mídia Paga,2,252,0,1650,3,0.1539,727.34,0.391,Saúde,5,0
CLI003591,2024-11-01,39,M,Sudeste,1999,D,497,Parceiro Marketplace A,0,59,1,2900,9,0.1017,506.97,0.254,Consumo,0,0
CLI003592,2024-07-25,39,F,Nordeste,840,D,609,Site,0,12,0,850,9,0.1433,173.91,0.207,Saúde,0,0
CLI003593,2023-07-19,28,M,Nordeste,1166,D,363,Mídia Paga,1,451,1,2200,3,0.1335,937.29,0.804,Reforma,30,0
CLI003594,2024-02-28,41,F,Sudeste,969,D,624,Parceiro Marketplace B,1,697,0,1400,6,0.1006,322.02,0.332,Reforma,0,0
CLI003595,2024-08-19,27,F,Sul,1744,D,729,Site,2,345,0,1250,3,0.0802,485.22,0.278,Emergência,0,0
CLI003596,2024-07-28,49,M,Nordeste,1178,D,623,App Próprio,3,603,0,2000,3,0.1299,846.9,0.719,Pagar dívidas,15,0
CLI003597,2024-07-01,70,M,Sudeste,1396,D,765,App Próprio,1,179,1,1900,6,0.1524,505.3,0.362,Pagar dívidas,0,0
CLI003598,2024-03-07,46,M,Sul,1041,D,561,Parceiro Marketplace B,3,527,0,1250,6,0.1014,288.19,0.277,Pagar dívidas,0,0
CLI003599,2024-07-31,33,F,Sudeste,1452,D,345,Site,1,402,0,1250,6,0.1641,342.93,0.236,Saúde,30,0
CLI003600,2024-01-31,54,F,Nordeste,1073,D,376,Indicação,2,474,1,1550,6,0.1642,425.34,0.396,Consumo,15,0
CLI003601,2024-05-05,61,M,Nordeste,2364,C,497,Mídia Paga,3,347,0,3000,3,0.1514,1316.98,0.557,Consumo,0,0
CLI003602,2024-02-06,43,F,Sudeste,2103,D,559,Parceiro Marketplace B,2,144,1,2450,3,0.0754,942.8,0.448,Consumo,5,0
CLI003603,2024-10-09,31,F,Nordeste,1832,D,628,Site,0,38,0,1250,6,0.1216,305.41,0.167,Consumo,0,0
CLI003604,2024-01-30,55,M,Sudeste,1515,D,586,Mídia Paga,1,380,0,1200,6,0.1779,341.25,0.225,Pagar dívidas,0,0
CLI003605,2023-08-20,27,M,Sudeste,800,D,606,Parceiro Marketplace B,1,680,0,2700,3,0.0912,1068.93,1.336,Saúde,30,0
CLI003606,2024-10-20,70,F,Nordeste,1419,D,735,App Próprio,2,817,1,2400,9,0.0643,359.49,0.253,Consumo,0,0
CLI003607,2024-07-08,34,F,Sudeste,1249,D,394,Mídia Paga,4,415,1,2050,9,0.1222,387.96,0.311,Reforma,15,0
CLI003608,2023-12-23,36,M,Centro-Oeste,1908,D,567,App Próprio,2,743,0,2200,12,0.092,310.33,0.163,Pagar dívidas,0,0
CLI003609,2024-02-02,56,F,Sudeste,2231,C,427,Site,2,411,1,350,12,0.1488,64.24,0.029,Pagar dívidas,0,0
CLI003610,2024-01-02,18,F,Sudeste,1971,D,333,App Próprio,2,86,1,450,6,0.173,126.36,0.064,Reforma,172,1
CLI003611,2024-03-04,28,F,Norte,2923,C,215,Site,1,797,1,1100,12,0.1117,170.8,0.058,Pagar dívidas,204,1
CLI003612,2023-12-29,24,M,Nordeste,1355,D,689,App Próprio,0,58,0,1500,12,0.1558,283.6,0.209,Emergência,0,0
CLI003613,2024-02-06,38,M,Nordeste,1331,D,469,Parceiro Marketplace A,1,522,0,2200,6,0.1459,574.92,0.432,Pagar dívidas,0,0
CLI003614,2024-11-22,47,F,Sul,2660,C,535,Indicação,1,750,0,2400,6,0.1405,618.02,0.232,Emergência,0,0
CLI003615,2023-11-22,27,F,Norte,1844,D,632,Indicação,2,612,0,2700,3,0.0639,1017.39,0.552,Pagar dívidas,15,0
CLI003616,2024-05-04,36,M,Sudeste,1550,D,365,Mídia Paga,0,22,0,950,12,0.147,173.02,0.112,Pagar dívidas,162,1
CLI003617,2024-12-04,58,M,Sudeste,3735,C,412,Parceiro Marketplace B,0,35,0,2300,6,0.1533,613.16,0.164,Consumo,160,1
CLI003618,2024-05-25,67,M,Centro-Oeste,2192,D,517,Site,0,46,0,3000,3,0.069,1141.07,0.521,Pagar dívidas,0,0
CLI003619,2024-05-11,18,F,Sudeste,1588,D,519,App Próprio,2,216,0,800,9,0.169,179.14,0.113,Educação,151,1
CLI003620,2024-11-15,51,M,Sul,1289,D,328,App Próprio,3,885,1,400,12,0.1155,63.23,0.049,Consumo,207,1
CLI003621,2023-07-13,19,M,Nordeste,3002,C,655,Parceiro Marketplace A,2,870,0,2700,9,0.1526,571.09,0.19,Emergência,15,0
CLI003622,2024-09-02,45,M,Nordeste,1876,D,508,Parceiro Marketplace A,1,78,0,600,6,0.1438,155.9,0.083,Pagar dívidas,0,0
CLI003623,2024-07-06,64,F,Sul,1738,D,538,Indicação,0,45,0,2200,3,0.1559,972.99,0.56,Pagar dívidas,15,0
CLI003624,2024-05-07,60,M,Centro-Oeste,2285,C,583,App Próprio,2,363,0,1300,9,0.0627,193.38,0.085,Emergência,15,0
CLI003625,2023-10-09,30,F,Sudeste,2489,C,710,Mídia Paga,3,251,0,1200,9,0.1372,240.14,0.096,Pagar dívidas,0,0
CLI003626,2023-11-26,31,F,Nordeste,2167,D,614,Mídia Paga,1,872,0,2850,6,0.0981,650.74,0.3,Reforma,0,0
CLI003627,2023-11-11,59,F,Sul,2493,C,408,Site,0,5,0,1200,9,0.1051,212.61,0.085,Consumo,135,1
CLI003628,2024-08-25,61,M,Sudeste,2079,D,671,App Próprio,0,12,0,1350,3,0.0763,520.35,0.25,Pagar dívidas,215,1
CLI003629,2023-10-02,32,F,Norte,2171,D,416,Site,1,302,1,250,6,0.1286,62.29,0.029,Consumo,5,0
CLI003630,2023-10-10,18,M,Nordeste,1265,D,414,Mídia Paga,0,1,0,700,6,0.1466,183.28,0.145,Educação,15,0
CLI003631,2024-04-25,41,F,Sudeste,3679,C,395,Parceiro Marketplace B,0,35,0,1200,12,0.0892,166.91,0.045,Saúde,0,0
CLI003632,2024-03-12,50,F,Norte,1024,D,181,App Próprio,2,344,1,2050,6,0.0787,441.7,0.431,Pagar dívidas,171,1
CLI003633,2024-12-11,41,F,Centro-Oeste,1959,D,441,Parceiro Marketplace B,0,6,0,400,3,0.1742,182.26,0.093,Educação,177,1
CLI003634,2023-11-17,67,M,Sudeste,981,D,628,Indicação,2,214,0,1200,3,0.0891,473.31,0.482,Emergência,0,0
CLI003635,2023-08-01,61,F,Sul,1650,D,301,Mídia Paga,1,712,1,1200,12,0.0994,175.6,0.106,Consumo,235,1
CLI003636,2024-04-20,59,F,Sudeste,1353,D,806,Parceiro Marketplace A,3,881,0,2400,12,0.1658,472.97,0.35,Consumo,30,0
CLI003637,2024-03-15,19,F,Sudeste,1821,D,285,Mídia Paga,2,642,0,950,9,0.1102,171.7,0.094,Consumo,15,0
CLI003638,2024-04-06,63,F,Sudeste,1985,D,474,App Próprio,2,344,0,2700,6,0.0997,619.4,0.312,Saúde,210,1
CLI003639,2024-11-17,58,M,Norte,1151,D,285,Site,1,187,1,2850,9,0.0683,434.28,0.377,Pagar dívidas,223,1
CLI003640,2024-02-01,39,F,Sudeste,1699,D,597,Parceiro Marketplace A,1,517,1,800,9,0.1546,170.41,0.1,Pagar dívidas,0,0
CLI003641,2023-12-08,49,F,Sudeste,3088,C,571,Mídia Paga,2,411,1,1250,3,0.1483,545.93,0.177,Pagar dívidas,5,0
CLI003642,2023-08-18,61,M,Sul,991,D,533,Site,1,242,0,2250,3,0.0927,893.15,0.901,Pagar dívidas,15,0
CLI003643,2023-08-17,66,F,Sudeste,1201,D,335,Mídia Paga,0,51,0,950,6,0.1331,239.7,0.2,Pagar dívidas,186,1
CLI003644,2024-04-10,47,F,Sudeste,2469,C,274,Site,0,58,1,2500,6,0.0669,519.48,0.21,Pagar dívidas,123,1
CLI003645,2023-08-02,20,F,Sudeste,1777,D,600,Site,1,176,0,2950,6,0.0879,653.5,0.368,Pagar dívidas,0,0
CLI003646,2024-03-21,50,F,Sul,1833,D,390,Parceiro Marketplace A,1,254,1,1950,6,0.1573,525.43,0.287,Consumo,15,0
CLI003647,2024-01-20,54,M,Nordeste,2642,C,421,Indicação,3,333,1,650,9,0.1737,147.89,0.056,Reforma,30,0
CLI003648,2024-02-10,21,F,Sul,1232,D,558,Site,1,825,0,200,9,0.1525,42.29,0.034,Educação,183,1
CLI003649,2023-07-11,61,F,Sudeste,1383,D,522,Indicação,2,341,0,1350,12,0.1465,245.34,0.177,Consumo,0,0
CLI003650,2023-11-29,28,M,Nordeste,1313,D,341,Parceiro Marketplace B,1,283,0,850,6,0.1401,218.64,0.167,Emergência,0,0
CLI003651,2024-10-28,65,F,Sul,1486,D,395,App Próprio,1,288,0,2350,6,0.0688,491.2,0.331,Pagar dívidas,15,0
CLI003652,2024-11-23,47,M,Sudeste,3019,C,398,App Próprio,1,853,0,1500,3,0.1266,631.62,0.209,Pagar dívidas,0,0
CLI003653,2024-05-24,35,M,Sudeste,842,D,425,Site,0,17,0,1950,6,0.1409,502.69,0.597,Emergência,118,1
CLI003654,2024-03-28,21,F,Sudeste,1042,D,596,App Próprio,3,349,0,1900,3,0.1516,834.37,0.801,Consumo,0,0
CLI003655,2024-01-05,18,F,Sudeste,969,D,574,App Próprio,1,347,0,300,12,0.1454,54.26,0.056,Reforma,30,0
CLI003656,2024-04-15,57,F,Sudeste,3099,C,746,App Próprio,4,788,0,2200,6,0.0995,504.4,0.163,Emergência,0,0
CLI003657,2024-03-29,37,F,Centro-Oeste,1329,D,401,App Próprio,3,647,0,2500,9,0.1296,486.45,0.366,Saúde,0,0
CLI003658,2023-08-22,62,F,Nordeste,1499,D,616,Mídia Paga,2,551,0,1500,6,0.1569,403.75,0.269,Emergência,15,0
CLI003659,2024-07-04,30,M,Nordeste,873,D,328,App Próprio,0,54,1,1850,3,0.1195,769.58,0.882,Consumo,0,0
CLI003660,2024-04-09,66,F,Sudeste,1540,D,841,Site,3,129,0,600,9,0.1095,108.15,0.07,Consumo,5,0
CLI003661,2024-03-06,67,F,Nordeste,2475,C,416,Mídia Paga,0,57,1,2050,6,0.0708,431.14,0.174,Reforma,138,1
CLI003662,2024-04-23,23,F,Nordeste,1913,D,447,App Próprio,0,21,0,2850,6,0.1257,704.42,0.368,Pagar dívidas,30,0
CLI003663,2023-07-28,52,M,Centro-Oeste,1644,D,466,App Próprio,0,19,1,2200,9,0.145,452.89,0.275,Pagar dívidas,0,0
CLI003664,2023-07-31,67,M,Sudeste,891,D,618,Parceiro Marketplace B,4,691,0,250,6,0.1025,57.82,0.065,Reforma,0,0
CLI003665,2024-03-29,35,F,Sul,1499,D,527,Mídia Paga,2,710,0,1050,9,0.1503,220.29,0.147,Emergência,15,0
CLI003666,2024-05-02,21,M,Sudeste,1829,D,645,Mídia Paga,1,610,0,2850,9,0.1792,660.56,0.361,Reforma,5,0
CLI003667,2024-02-17,64,F,Nordeste,1134,D,626,Indicação,0,49,1,2050,12,0.0849,278.97,0.246,Emergência,0,0
CLI003668,2024-09-25,43,M,Centro-Oeste,2264,C,687,Parceiro Marketplace B,1,339,0,1100,9,0.1346,218.03,0.096,Educação,0,0
CLI003669,2024-05-15,19,M,Nordeste,2494,C,549,App Próprio,1,662,0,1900,3,0.1003,764.42,0.307,Saúde,0,0
CLI003670,2024-09-05,62,M,Sul,1377,D,799,App Próprio,1,199,0,650,9,0.0891,108.02,0.078,Saúde,0,0
CLI003671,2024-10-15,53,F,Norte,2333,C,647,Parceiro Marketplace A,3,89,0,2800,9,0.127,539.56,0.231,Emergência,0,0
CLI003672,2024-11-10,21,F,Centro-Oeste,1642,D,377,App Próprio,0,53,0,1300,3,0.1061,528.37,0.322,Consumo,0,0
CLI003673,2024-02-18,31,M,Sudeste,2784,C,575,Mídia Paga,1,442,0,750,9,0.1344,148.55,0.053,Emergência,0,0
CLI003674,2024-12-31,18,F,Sudeste,4041,C,450,App Próprio,1,571,1,400,6,0.1395,102.72,0.025,Consumo,0,0
CLI003675,2024-01-18,68,F,Nordeste,1086,D,506,Site,2,862,0,300,9,0.1095,54.08,0.05,Reforma,0,0
CLI003676,2024-05-12,19,M,Centro-Oeste,2376,C,617,Mídia Paga,2,623,0,2000,6,0.0616,408.77,0.172,Consumo,15,0
CLI003677,2024-06-17,60,M,Nordeste,2975,C,332,Mídia Paga,2,694,0,2100,3,0.1695,949.63,0.319,Pagar dívidas,218,1
CLI003678,2023-11-12,45,M,Sudeste,1144,D,792,Mídia Paga,3,446,0,2050,6,0.1754,579.22,0.506,Saúde,15,0
CLI003679,2024-03-16,48,M,Nordeste,1351,D,558,App Próprio,1,307,1,1100,3,0.093,436.89,0.323,Pagar dívidas,15,0
CLI003680,2023-12-01,61,M,Sudeste,1344,D,239,Site,1,334,1,2400,12,0.1633,468.14,0.348,Consumo,119,1
CLI003681,2023-12-14,65,F,Sudeste,1627,D,580,Mídia Paga,4,813,1,2550,9,0.1695,571.98,0.352,Emergência,15,0
CLI003682,2024-12-14,24,M,Sudeste,1481,D,578,App Próprio,0,5,0,1900,3,0.0865,745.93,0.504,Pagar dívidas,0,0
CLI003683,2024-09-06,18,M,Sudeste,1582,D,758,Mídia Paga,1,842,0,1900,6,0.1181,459.64,0.291,Reforma,0,0
CLI003684,2024-02-28,24,M,Sul,2445,C,654,Indicação,0,52,1,750,12,0.0696,94.23,0.039,Consumo,0,0
CLI003685,2023-07-24,54,F,Sudeste,800,D,822,Site,2,284,0,2600,6,0.1133,620.43,0.776,Pagar dívidas,0,0
CLI003686,2024-10-09,48,F,Sudeste,1142,D,394,Site,0,45,1,450,6,0.0968,102.36,0.09,Pagar dívidas,151,1
CLI003687,2024-11-04,22,M,Nordeste,2279,C,638,Parceiro Marketplace A,1,534,0,2450,6,0.0796,529.33,0.232,Pagar dívidas,30,0
CLI003688,2023-08-11,30,F,Sudeste,2169,D,514,Site,2,348,0,1350,6,0.1267,334.61,0.154,Pagar dívidas,5,0
CLI003689,2023-07-28,46,F,Sudeste,1103,D,605,App Próprio,1,182,1,450,6,0.0754,95.99,0.087,Reforma,30,0
CLI003690,2024-10-02,56,M,Sudeste,2176,D,197,Parceiro Marketplace B,1,450,1,350,3,0.1024,141.34,0.065,Saúde,15,0
CLI003691,2024-05-29,36,F,Sudeste,3003,C,320,App Próprio,2,863,1,2950,9,0.1636,648.44,0.216,Emergência,0,0
CLI003692,2024-01-28,68,F,Nordeste,1685,D,422,Parceiro Marketplace A,1,340,1,1800,3,0.1416,777.4,0.461,Reforma,30,0
CLI003693,2024-09-17,70,F,Sudeste,1126,D,560,App Próprio,1,449,0,1450,6,0.1567,390.08,0.346,Pagar dívidas,0,0
CLI003694,2024-07-08,58,F,Sudeste,2484,C,597,Site,2,339,0,2800,12,0.088,387.09,0.156,Reforma,0,0
CLI003695,2024-06-01,42,M,Sudeste,3546,C,742,Indicação,2,778,0,1500,6,0.1274,372.52,0.105,Reforma,0,0
CLI003696,2024-01-20,64,F,Sudeste,1185,D,499,App Próprio,3,626,0,2550,6,0.0952,577.29,0.487,Consumo,30,0
CLI003697,2024-07-18,56,F,Sudeste,1748,D,400,Parceiro Marketplace A,1,566,0,2600,6,0.1143,622.21,0.356,Consumo,0,0
CLI003698,2024-05-23,45,F,Sudeste,2719,C,470,Site,0,29,0,2300,3,0.1331,979.23,0.36,Pagar dívidas,165,1
CLI003699,2024-07-28,41,F,Sudeste,1805,D,399,Mídia Paga,1,388,1,450,9,0.1057,79.92,0.044,Saúde,0,0
CLI003700,2023-11-17,62,F,Sudeste,826,D,502,Parceiro Marketplace A,0,13,1,2850,9,0.1235,542.02,0.656,Pagar dívidas,206,1
CLI003701,2024-10-10,47,F,Norte,2072,D,718,Mídia Paga,0,17,0,1950,6,0.1306,488.61,0.236,Emergência,5,0
CLI003702,2024-08-29,27,M,Sudeste,1140,D,763,Indicação,2,92,0,1350,6,0.0754,287.96,0.253,Reforma,0,0
CLI003703,2024-08-19,70,F,Sudeste,1009,D,572,Site,0,45,1,2350,6,0.0626,481.81,0.478,Emergência,237,1
CLI003704,2023-08-30,21,F,Nordeste,832,D,404,App Próprio,1,790,1,400,12,0.0708,50.58,0.061,Reforma,132,1
CLI003705,2023-08-09,54,F,Sudeste,2835,C,499,Parceiro Marketplace B,0,58,0,700,6,0.1659,192.95,0.068,Reforma,5,0
CLI003706,2024-04-05,52,F,Sul,1211,D,623,Mídia Paga,1,862,0,2100,6,0.1783,597.8,0.494,Pagar dívidas,15,0
CLI003707,2024-10-08,49,F,Sudeste,1978,D,484,Mídia Paga,3,739,0,1950,12,0.0776,255.55,0.129,Pagar dívidas,30,0
CLI003708,2023-11-19,20,F,Nordeste,2193,D,390,Indicação,1,890,1,1650,6,0.1023,381.41,0.174,Consumo,30,0
CLI003709,2024-04-10,44,F,Centro-Oeste,1841,D,527,Site,1,724,1,2100,9,0.1,364.65,0.198,Consumo,0,0
CLI003710,2023-09-30,65,F,Sudeste,1948,D,399,App Próprio,2,142,0,2850,9,0.1313,558.06,0.286,Consumo,203,1
CLI003711,2024-06-20,30,M,Sudeste,2018,D,726,App Próprio,3,196,0,550,3,0.0969,219.96,0.109,Pagar dívidas,0,0
CLI003712,2023-07-11,54,F,Nordeste,1823,D,516,Indicação,1,453,0,1150,12,0.1747,234.93,0.129,Pagar dívidas,5,0
CLI003713,2023-10-23,63,M,Centro-Oeste,1250,D,590,Site,0,21,0,1000,9,0.082,161.41,0.129,Saúde,5,0
CLI003714,2024-09-02,68,M,Sudeste,1204,D,619,App Próprio,4,846,0,2800,6,0.1177,676.6,0.562,Educação,5,0
CLI003715,2023-12-06,45,F,Nordeste,1646,D,641,Mídia Paga,1,768,1,700,6,0.0865,154.42,0.094,Saúde,207,1
CLI003716,2024-07-30,34,F,Sudeste,1631,D,299,Indicação,2,690,0,1250,6,0.1081,293.86,0.18,Emergência,15,0
CLI003717,2024-06-26,55,F,Nordeste,2060,D,732,Indicação,1,848,0,2750,6,0.0841,602.29,0.292,Educação,93,1
CLI003718,2024-08-18,43,F,Sudeste,2732,C,639,Parceiro Marketplace A,1,82,1,2100,12,0.0706,265.24,0.097,Pagar dívidas,103,1
CLI003719,2023-12-29,51,M,Nordeste,1987,D,531,Mídia Paga,3,640,1,300,6,0.1682,83.19,0.042,Emergência,145,1
CLI003720,2024-08-12,57,F,Sudeste,1223,D,644,App Próprio,2,787,0,2900,6,0.1299,725.24,0.593,Consumo,15,0
CLI003721,2024-01-22,55,M,Nordeste,800,D,556,Parceiro Marketplace A,1,878,1,350,12,0.1406,62.0,0.078,Pagar dívidas,0,0
CLI003722,2024-02-21,30,F,Sudeste,1245,D,403,Indicação,0,45,0,1650,6,0.1085,388.34,0.312,Consumo,0,0
CLI003723,2023-11-22,58,M,Nordeste,978,D,575,Indicação,1,733,0,900,3,0.0789,348.54,0.356,Saúde,0,0
CLI003724,2023-07-14,46,M,Sul,1266,D,692,Parceiro Marketplace B,2,708,0,1950,3,0.1763,891.54,0.704,Pagar dívidas,192,1
CLI003725,2024-12-27,67,F,Norte,1904,D,278,App Próprio,5,141,1,1000,12,0.1007,147.27,0.077,Pagar dívidas,5,0
CLI003726,2023-07-16,52,M,Centro-Oeste,1782,D,629,Mídia Paga,1,388,0,2500,6,0.1488,658.46,0.37,Consumo,5,0
CLI003727,2024-11-02,65,M,Nordeste,3753,C,579,Site,1,791,0,1800,6,0.1684,499.42,0.133,Reforma,15,0
CLI003728,2024-03-22,69,F,Nordeste,2107,D,650,App Próprio,1,580,0,1100,6,0.1272,273.03,0.13,Educação,30,0
CLI003729,2024-06-30,70,F,Sudeste,3835,C,321,Indicação,2,256,1,2600,6,0.1092,613.16,0.16,Emergência,0,0
CLI003730,2024-01-21,57,F,Norte,2322,C,381,Site,1,652,1,2400,6,0.0908,536.28,0.231,Consumo,5,0
CLI003731,2023-12-08,49,F,Nordeste,2714,C,297,App Próprio,1,52,1,1600,12,0.066,197.17,0.073,Consumo,183,1
CLI003732,2023-09-24,24,M,Nordeste,1479,D,385,Indicação,1,375,0,1600,6,0.0687,334.33,0.226,Emergência,0,0
CLI003733,2024-05-28,38,F,Nordeste,1095,D,586,Site,1,686,1,1500,3,0.1405,646.64,0.591,Reforma,15,0
CLI003734,2023-08-16,43,F,Sul,1424,D,499,Indicação,2,712,0,1700,12,0.1704,341.34,0.24,Emergência,15,0
CLI003735,2024-07-10,59,M,Norte,1711,D,344,App Próprio,0,37,1,2600,3,0.151,1140.63,0.667,Saúde,30,0
CLI003736,2024-09-12,49,F,Sul,1321,D,662,Indicação,0,34,0,400,12,0.097,57.85,0.044,Emergência,0,0
CLI003737,2024-06-10,41,M,Nordeste,1129,D,523,Indicação,1,462,0,1300,12,0.0736,166.83,0.148,Pagar dívidas,5,0
CLI003738,2024-03-21,25,F,Sudeste,2049,D,619,Indicação,3,189,1,2300,9,0.0844,374.95,0.183,Consumo,5,0
CLI003739,2024-01-06,55,M,Centro-Oeste,1127,D,358,Mídia Paga,3,844,1,2900,3,0.1629,1297.39,1.151,Emergência,111,1
CLI003740,2023-10-09,40,M,Nordeste,903,D,555,Parceiro Marketplace B,5,777,0,650,3,0.09,256.79,0.284,Consumo,15,0
CLI003741,2024-09-01,19,F,Nordeste,1074,D,402,App Próprio,0,18,0,300,3,0.1252,126.02,0.117,Reforma,5,0
CLI003742,2024-07-21,33,M,Nordeste,1559,D,639,Site,1,325,0,2450,6,0.1794,699.4,0.449,Pagar dívidas,30,0
CLI003743,2023-08-13,64,F,Nordeste,1134,D,549,Parceiro Marketplace A,2,154,0,2900,9,0.1799,673.72,0.594,Consumo,15,0
CLI003744,2024-05-08,24,M,Sul,1563,D,671,Mídia Paga,2,79,0,2200,6,0.0859,484.44,0.31,Pagar dívidas,140,1
CLI003745,2024-08-23,39,M,Nordeste,2213,C,588,Parceiro Marketplace B,1,363,0,1750,3,0.175,798.43,0.361,Emergência,135,1
CLI003746,2023-07-18,45,F,Norte,2189,D,267,Mídia Paga,0,18,0,850,3,0.097,339.99,0.155,Saúde,200,1
CLI003747,2024-05-03,22,M,Norte,1303,D,558,Parceiro Marketplace A,4,351,0,2900,6,0.1599,786.82,0.604,Reforma,5,0
